descricaolocal,zona,mes,estado_carro,exposicao_local,fabricante_celular,peridoocorrencia,sexo,descr_cor_veiculo,tipo_veiculo,tipo_crime
VIA PUBLICA,SUL,4,NOVO,RISCO ALTO PLUS,,PELA MANHA,,Preta,MOTO,Furto Veiculo
VIA PUBLICA,LESTE,10,SEMI-NOVO,RISCO ALTO PLUS,,DE MADRUGADA,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,12,SEMI-NOVO,RISCO ALTO PLUS,,A TARDE,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,3,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Preta,CAMINHÃO,Furto Veiculo
VIA PUBLICA,SUL,9,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Branco,MOTO,Furto Veiculo
VIA PUBLICA,LESTE,8,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Vermelho,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,11,VELHO,RISCO ALTO PLUS,,PELA MANHA,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,8,RELIQUIA,RISCO ALTO PLUS,,A NOITE,,Cinza,AUTOMOVEL,Furto Veiculo
COMERCIO E SERVICOS,SUL,8,NOVO,RISCO ALTO,,A NOITE,,Prata,CAMINHÃO,Furto Veiculo
VIA PUBLICA,NORTE,4,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,7,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Preta,CAMINHÃO,Furto Veiculo
VIA PUBLICA,SUL,11,SEMI-VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,5,SEMI-NOVO,RISCO ALTO PLUS,,A NOITE,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,6,SEMI-VELHO,RISCO ALTO PLUS,,A NOITE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,10,SEMI-NOVO,RISCO ALTO PLUS,,A TARDE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,1,VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Branco,CAMINHÃO,Furto Veiculo
VIA PUBLICA,LESTE,2,NOVO,RISCO ALTO PLUS,,A TARDE,,Azul,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,4,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Preta,MOTO,Furto Veiculo
VIA PUBLICA,OESTE,3,SEMI-NOVO,RISCO ALTO PLUS,,A TARDE,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,8,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,4,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Vermelho,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,3,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Vermelho,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,5,VELHO,RISCO ALTO PLUS,,A NOITE,,Branco,CAMINHÃO,Furto Veiculo
VIA PUBLICA,LESTE,11,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Cinza,CAMINHÃO,Furto Veiculo
VIA PUBLICA,LESTE,12,NOVO,RISCO ALTO PLUS,,A NOITE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,3,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,6,SEMI-VELHO,RISCO ALTO PLUS,,A NOITE,,Prata,CAMINHÃO,Furto Veiculo
VIA PUBLICA,SUL,2,VELHO,RISCO ALTO PLUS,,PELA MANHA,,Bege,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,6,RELIQUIA,RISCO ALTO PLUS,,A TARDE,,Verde,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,6,SEMI-NOVO,RISCO ALTO PLUS,,A NOITE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,5,NOVO,RISCO ALTO PLUS,,A TARDE,,Azul,MOTO,Furto Veiculo
VIA PUBLICA,LESTE,8,SEMI-VELHO,RISCO ALTO PLUS,,A NOITE,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,10,SEMI-NOVO,RISCO ALTO PLUS,,A NOITE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,3,VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Vermelho,AUTOMOVEL,Furto Veiculo
REPARTICAO PUBLICA,NORTE,12,SEMI-NOVO,RISCO BAIXO,,DE MADRUGADA,,Preta,MOTO,Furto Veiculo
VIA PUBLICA,NORTE,9,SEMI-NOVO,RISCO ALTO PLUS,,A TARDE,,Vermelho,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,7,SEMI-NOVO,RISCO ALTO PLUS,,A TARDE,,Azul,MOTO,Furto Veiculo
VIA PUBLICA,LESTE,11,SEMI-VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,4,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,2,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,5,VELHO,RISCO ALTO PLUS,,A NOITE,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,11,SEMI-VELHO,RISCO ALTO PLUS,,A NOITE,,Cinza,AUTOMOVEL,Furto Veiculo
COMERCIO E SERVICOS,SUL,12,SEMI-NOVO,RISCO ALTO,,DE MADRUGADA,,Branco,AUTOMOVEL,Furto Veiculo
COMERCIO E SERVICOS,LESTE,11,VELHO,RISCO ALTO,,PELA MANHA,,Azul,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,3,SEMI-NOVO,RISCO ALTO PLUS,,A TARDE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,2,VELHO,RISCO ALTO PLUS,,A TARDE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,6,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,10,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Azul,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,3,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Branco,CAMINHÃO,Furto Veiculo
VIA PUBLICA,LESTE,10,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,7,NOVO,RISCO ALTO PLUS,,A NOITE,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,12,SEMI-NOVO,RISCO ALTO PLUS,,A TARDE,,Branco,MOTO,Furto Veiculo
VIA PUBLICA,NORTE,3,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,11,VELHO,RISCO ALTO PLUS,,PELA MANHA,,Vermelho,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,8,SEMI-NOVO,RISCO ALTO PLUS,,A NOITE,,Branco,AUTOMOVEL,Furto Veiculo
COMERCIO E SERVICOS,OESTE,10,VELHO,RISCO ALTO,,A NOITE,,Verde,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,3,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Laranja,MOTO,Furto Veiculo
VIA PUBLICA,LESTE,6,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,7,NOVO,RISCO ALTO PLUS,,A TARDE,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,1,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Vermelho,CAMINHÃO,Furto Veiculo
VIA PUBLICA,NORTE,2,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Verde,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,9,NOVO,RISCO ALTO PLUS,,PELA MANHA,,Preta,MOTO,Furto Veiculo
COMERCIO E SERVICOS,LESTE,5,SEMI-NOVO,RISCO ALTO,,A TARDE,,Prata,CAMINHÃO,Furto Veiculo
VIA PUBLICA,LESTE,3,VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,10,VELHO,RISCO ALTO PLUS,,PELA MANHA,,Preta,MOTO,Furto Veiculo
VIA PUBLICA,LESTE,8,SEMI-VELHO,RISCO ALTO PLUS,,A NOITE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,9,VELHO,RISCO ALTO PLUS,,PELA MANHA,,Vermelho,CAMINHÃO,Furto Veiculo
VIA PUBLICA,LESTE,9,SEMI-VELHO,RISCO ALTO PLUS,,A NOITE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,10,RELIQUIA,RISCO ALTO PLUS,,A TARDE,,Branco,AUTOMOVEL,Furto Veiculo
GARAGEM OU ABRIGO DE RESIDENCIA,NORTE,9,SEMI-VELHO,RISCO MÉDIO,,PELA MANHA,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,6,VELHO,RISCO ALTO PLUS,,A TARDE,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,1,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Vermelho,MOTO,Furto Veiculo
VIA PUBLICA,NORTE,6,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,6,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,12,VELHO,RISCO ALTO PLUS,,A NOITE,,Verde,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,7,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,6,VELHO,RISCO ALTO PLUS,,PELA MANHA,,Prata,CAMINHÃO,Furto Veiculo
VIA PUBLICA,NORTE,2,VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,3,SEMI-NOVO,RISCO ALTO PLUS,,A TARDE,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,4,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,8,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Amarelo,MOTO,Furto Veiculo
VIA PUBLICA,NORTE,4,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Vermelho,CAMINHÃO,Furto Veiculo
VIA PUBLICA,SUL,11,VELHO,RISCO ALTO PLUS,,PELA MANHA,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,7,VELHO,RISCO ALTO PLUS,,A NOITE,,Verde,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,11,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,2,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,7,VELHO,RISCO ALTO PLUS,,PELA MANHA,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,5,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,9,NOVO,RISCO ALTO PLUS,,A NOITE,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,6,SEMI-NOVO,RISCO ALTO PLUS,,A NOITE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,CENTRO,10,NOVO,RISCO ALTO PLUS,,A NOITE,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,12,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Preta,MOTO,Furto Veiculo
VIA PUBLICA,LESTE,9,SEMI-NOVO,RISCO ALTO PLUS,,A TARDE,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,1,NOVO,RISCO ALTO PLUS,,PELA MANHA,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,2,SEMI-NOVO,RISCO ALTO PLUS,,A NOITE,,Preta,MOTO,Furto Veiculo
VIA PUBLICA,LESTE,12,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,9,NOVO,RISCO ALTO PLUS,,PELA MANHA,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,1,VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Azul,MOTO,Furto Veiculo
VIA PUBLICA,NORTE,10,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,9,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Vermelho,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,7,NOVO,RISCO ALTO PLUS,,A TARDE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,12,VELHO,RISCO ALTO PLUS,,PELA MANHA,,Bege,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,4,VELHO,RISCO ALTO PLUS,,PELA MANHA,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,4,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Preta,AUTOMOVEL,Furto Veiculo
COMERCIO E SERVICOS,OESTE,8,NOVO,RISCO ALTO,,PELA MANHA,,Prata,CAMINHÃO,Furto Veiculo
VIA PUBLICA,LESTE,10,SEMI-VELHO,RISCO ALTO PLUS,,A NOITE,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,7,SEMI-VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,11,VELHO,RISCO ALTO PLUS,,A TARDE,,Branco,CAMINHÃO,Furto Veiculo
VIA PUBLICA,NORTE,2,VELHO,RISCO ALTO PLUS,,A TARDE,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,10,NOVO,RISCO ALTO PLUS,,DE MADRUGADA,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,11,NOVO,RISCO ALTO PLUS,,A TARDE,,Branco,MOTO,Furto Veiculo
VIA PUBLICA,LESTE,12,SEMI-NOVO,RISCO ALTO PLUS,,A TARDE,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,12,VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,9,VELHO,RISCO ALTO PLUS,,A NOITE,,Azul,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,4,SEMI-VELHO,RISCO ALTO PLUS,,A NOITE,,Cinza,CAMINHÃO,Furto Veiculo
VIA PUBLICA,SUL,7,VELHO,RISCO ALTO PLUS,,A TARDE,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,8,VELHO,RISCO ALTO PLUS,,A TARDE,,Branco,CAMINHÃO,Furto Veiculo
VIA PUBLICA,SUL,2,VELHO,RISCO ALTO PLUS,,A NOITE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,3,NOVO,RISCO ALTO PLUS,,DE MADRUGADA,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,9,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,11,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,9,NOVO,RISCO ALTO PLUS,,A TARDE,,Azul,MOTO,Furto Veiculo
VIA PUBLICA,LESTE,5,VELHO,RISCO ALTO PLUS,,A TARDE,,Preta,MOTO,Furto Veiculo
VIA PUBLICA,NORTE,3,SEMI-NOVO,RISCO ALTO PLUS,,DE MADRUGADA,,Branco,AUTOMOVEL,Furto Veiculo
RESTAURANTE E AFINS,LESTE,6,SEMI-VELHO,RISCO ALTO,,A NOITE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,4,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,5,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Prata,CAMINHÃO,Furto Veiculo
VIA PUBLICA,LESTE,6,VELHO,RISCO ALTO PLUS,,A TARDE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,10,SEMI-VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,8,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Vermelho,CAMINHÃO,Furto Veiculo
VIA PUBLICA,SUL,3,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,CENTRO,3,VELHO,RISCO ALTO PLUS,,A NOITE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,10,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,10,SEMI-NOVO,RISCO ALTO PLUS,,A TARDE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,6,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Prata,AUTOMOVEL,Furto Veiculo
COMERCIO E SERVICOS,LESTE,11,VELHO,RISCO ALTO,,A NOITE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,6,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Cinza,MOTO,Furto Veiculo
VIA PUBLICA,NORTE,4,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,7,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Preta,MOTO,Furto Veiculo
VIA PUBLICA,OESTE,9,NOVO,RISCO ALTO PLUS,,A NOITE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,10,NOVO,RISCO ALTO PLUS,,A TARDE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,6,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Cinza,CAMINHÃO,Furto Veiculo
VIA PUBLICA,SUL,6,VELHO,RISCO ALTO PLUS,,PELA MANHA,,Cinza,AUTOMOVEL,Furto Veiculo
COMERCIO E SERVICOS,LESTE,7,VELHO,RISCO ALTO,,A TARDE,,Azul,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,9,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,5,RELIQUIA,RISCO ALTO PLUS,,A TARDE,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,12,SEMI-VELHO,RISCO ALTO PLUS,,A NOITE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,5,NOVO,RISCO ALTO PLUS,,PELA MANHA,,Preta,MOTO,Furto Veiculo
VIA PUBLICA,NORTE,12,NOVO,RISCO ALTO PLUS,,A TARDE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,4,SEMI-VELHO,RISCO ALTO PLUS,,A NOITE,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,7,SEMI-VELHO,RISCO ALTO PLUS,,A NOITE,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,6,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,6,VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Dourada,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,1,NOVO,RISCO ALTO PLUS,,DE MADRUGADA,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,11,SEMI-VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Preta,MOTO,Furto Veiculo
VIA PUBLICA,CENTRO,4,SEMI-VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,2,SEMI-NOVO,RISCO ALTO PLUS,,DE MADRUGADA,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,11,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,4,RELIQUIA,RISCO ALTO PLUS,,A TARDE,,Vermelho,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,3,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Azul,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,4,VELHO,RISCO ALTO PLUS,,PELA MANHA,,Branco,CAMINHÃO,Furto Veiculo
VIA PUBLICA,LESTE,5,NOVO,RISCO ALTO PLUS,,A TARDE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,11,SEMI-NOVO,RISCO ALTO PLUS,,A TARDE,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,8,VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Vermelho,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,11,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,8,SEMI-NOVO,RISCO ALTO PLUS,,DE MADRUGADA,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,4,NOVO,RISCO ALTO PLUS,,A NOITE,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,1,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,2,VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,CENTRO,8,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Preta,MOTO,Furto Veiculo
VIA PUBLICA,LESTE,9,VELHO,RISCO ALTO PLUS,,A TARDE,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,8,NOVO,RISCO ALTO PLUS,,A NOITE,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,7,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,CENTRO,4,NOVO,RISCO ALTO PLUS,,A TARDE,,Vermelho,MOTO,Furto Veiculo
VIA PUBLICA,NORTE,11,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Branco,MOTO,Furto Veiculo
VIA PUBLICA,LESTE,11,NOVO,RISCO ALTO PLUS,,A TARDE,,Branco,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,2,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Azul,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,CENTRO,3,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,11,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,4,SEMI-VELHO,RISCO ALTO PLUS,,A NOITE,,Branco,CAMINHÃO,Furto Veiculo
VIA PUBLICA,SUL,11,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Verde,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,10,SEMI-NOVO,RISCO ALTO PLUS,,PELA MANHA,,Vermelho,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,12,VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,1,VELHO,RISCO ALTO PLUS,,A NOITE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,6,NOVO,RISCO ALTO PLUS,,PELA MANHA,,Azul,MOTO,Furto Veiculo
VIA PUBLICA,LESTE,8,SEMI-VELHO,RISCO ALTO PLUS,,A NOITE,,Preta,MOTO,Furto Veiculo
VIA PUBLICA,NORTE,12,SEMI-VELHO,RISCO ALTO PLUS,,A NOITE,,Branco,AUTOMOVEL,Furto Veiculo
LAZER E RECREACAO,SUL,7,VELHO,RISCO ALTO,,A NOITE,,Cinza,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,11,VELHO,RISCO ALTO PLUS,,DE MADRUGADA,,Verde,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,3,VELHO,RISCO ALTO PLUS,,A TARDE,,Vermelho,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,11,VELHO,RISCO ALTO PLUS,,A NOITE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,NORTE,4,VELHO,RISCO ALTO PLUS,,A TARDE,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,10,VELHO,RISCO ALTO PLUS,,A NOITE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,4,SEMI-VELHO,RISCO ALTO PLUS,,PELA MANHA,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,OESTE,10,SEMI-NOVO,RISCO ALTO PLUS,,A TARDE,,Preta,MOTO,Furto Veiculo
VIA PUBLICA,LESTE,7,VELHO,RISCO ALTO PLUS,,A NOITE,,Verde,CAMINHÃO,Furto Veiculo
VIA PUBLICA,OESTE,5,NOVO,RISCO ALTO PLUS,,PELA MANHA,,Vermelho,MOTO,Furto Veiculo
VIA PUBLICA,NORTE,10,VELHO,RISCO ALTO PLUS,,PELA MANHA,,Prata,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,LESTE,7,NOVO,RISCO ALTO PLUS,,A NOITE,,Preta,AUTOMOVEL,Furto Veiculo
VIA PUBLICA,SUL,7,SEMI-VELHO,RISCO ALTO PLUS,,A TARDE,,Preta,MOTO,Furto Veiculo
