descricaolocal,zona,mes,estado_carro,exposicao_local,fabricante_celular,peridoocorrencia,sexo,descr_cor_veiculo,tipo_veiculo,tipo_crime
VIA PUBLICA,NORTE,12,SEMI-VELHO,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,NORTE,9,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,4,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,6,,RISCO ALTO PLUS,SONY,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,7,,RISCO ALTO PLUS,POSITIVO,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,12,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,CENTRO,1,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,1,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,9,SEMI-VELHO,RISCO ALTO PLUS,SAMSUNG,A NOITE,,Vermelho,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,2,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
RODOVIA/ESTRADA,NORTE,2,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,CENTRO,7,,RISCO ALTO PLUS,ASUS,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,3,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,5,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,3,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,5,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,10,SEMI-VELHO,RISCO ALTO PLUS,SONY,A TARDE,,Cinza,AUTOMOVEL,Roubo Celular
COMERCIO E SERVICOS,SUL,7,,RISCO ALTO,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,NORTE,7,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,5,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,LESTE,6,SEMI-VELHO,RISCO ALTO PLUS,SAMSUNG,A NOITE,,Preta,MOTO,Roubo Celular
VIA PUBLICA,LESTE,8,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,6,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,12,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,NORTE,8,,RISCO ALTO PLUS,APPLE,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,11,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,11,NOVO,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,Branco,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,10,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,10,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,CENTRO,2,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,11,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,3,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,NORTE,4,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,LESTE,8,NOVO,RISCO ALTO PLUS,SAMSUNG,A NOITE,,Cinza,CAMINHÃO,Roubo Celular
VIA PUBLICA,OESTE,5,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,4,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,11,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,CENTRO,12,,RISCO ALTO PLUS,APPLE,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,10,VELHO,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,11,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,4,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,4,,RISCO ALTO PLUS,LG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,CENTRO,12,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,8,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,11,SEMI-NOVO,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,4,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,12,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,CENTRO,10,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,NORTE,10,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,3,,RISCO ALTO PLUS,LE NOVO,A TARDE,,,,Roubo Celular
VIA PUBLICA,CENTRO,6,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,7,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,4,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,11,NOVO,RISCO ALTO PLUS,MOTOROLA,A NOITE,,Preta,AUTOMOVEL,Roubo Celular
VIA PUBLICA,CENTRO,10,,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,LESTE,9,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,8,,RISCO ALTO PLUS,ASUS,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,3,,RISCO ALTO PLUS,LG,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,11,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,12,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,11,NOVO,RISCO ALTO PLUS,SAMSUNG,A TARDE,,Branco,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,12,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,NORTE,6,VELHO,RISCO ALTO PLUS,SAMSUNG,A NOITE,,Azul,MOTO,Roubo Celular
VIA PUBLICA,LESTE,3,,RISCO ALTO PLUS,NOKIA,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,CENTRO,12,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,CENTRO,3,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,NORTE,4,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,11,,RISCO ALTO PLUS,APPLE,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,LESTE,5,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,CENTRO,1,,RISCO ALTO PLUS,APPLE,A TARDE,,,,Roubo Celular
VIA PUBLICA,OESTE,12,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
REPARTICAO PUBLICA,SUL,11,,RISCO BAIXO,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,2,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,9,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,10,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,6,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,NORTE,7,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,OESTE,10,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,CENTRO,3,,RISCO ALTO PLUS,LG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,9,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,11,,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,NORTE,3,,RISCO ALTO PLUS,APPLE,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,NORTE,10,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,8,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,NORTE,5,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,12,SEMI-NOVO,RISCO ALTO PLUS,SAMSUNG,A TARDE,,Cinza,AUTOMOVEL,Roubo Celular
VIA PUBLICA,OESTE,8,,RISCO ALTO PLUS,APPLE,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,11,,RISCO ALTO PLUS,LG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,3,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,NORTE,6,SEMI-NOVO,RISCO ALTO PLUS,SAMSUNG,A NOITE,,Branco,MOTO,Roubo Celular
VIA PUBLICA,SUL,12,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,11,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,CENTRO,10,,RISCO ALTO PLUS,APPLE,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,3,,RISCO ALTO PLUS,ASUS,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,8,,RISCO ALTO PLUS,ALCATEL,A NOITE,,,,Roubo Celular
COMERCIO E SERVICOS,SUL,1,,RISCO ALTO,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,12,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,5,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,4,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,11,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,11,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,12,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,NORTE,4,SEMI-VELHO,RISCO ALTO PLUS,SAMSUNG,A TARDE,,Branco,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,5,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,8,SEMI-VELHO,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,NORTE,7,NOVO,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,Branco,,Roubo Celular
VIA PUBLICA,NORTE,12,NOVO,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,7,NOVO,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,Preta,AUTOMOVEL,Roubo Celular
VIA PUBLICA,CENTRO,10,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,NORTE,10,SEMI-VELHO,RISCO ALTO PLUS,SAMSUNG,A NOITE,,Cinza,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,10,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,5,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,6,SEMI-NOVO,RISCO ALTO PLUS,SAMSUNG,A NOITE,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,9,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,10,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,1,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,4,SEMI-VELHO,RISCO ALTO PLUS,MOTOROLA,A NOITE,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,6,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
COMERCIO E SERVICOS,SUL,12,,RISCO ALTO,BLU,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,5,NOVO,RISCO ALTO PLUS,LE NOVO,A TARDE,,Branco,AUTOMOVEL,Roubo Celular
VIA PUBLICA,OESTE,1,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,1,VELHO,RISCO ALTO PLUS,APPLE,A NOITE,,Vermelho,MOTO,Roubo Celular
VIA PUBLICA,LESTE,10,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,OESTE,5,,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,12,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,11,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,4,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,8,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,7,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,6,,RISCO ALTO PLUS,ASUS,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,1,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,2,SEMI-NOVO,RISCO ALTO PLUS,SAMSUNG,A TARDE,,Cinza,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,7,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,NORTE,12,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,1,SEMI-VELHO,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,9,,RISCO ALTO PLUS,APPLE,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,6,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,4,SEMI-VELHO,RISCO ALTO PLUS,SAMSUNG,A TARDE,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,5,SEMI-NOVO,RISCO ALTO PLUS,SAMSUNG,A TARDE,,Branco,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,5,,RISCO ALTO PLUS,APPLE,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,9,SEMI-NOVO,RISCO ALTO PLUS,SAMSUNG,A NOITE,,Prata,CAMINHÃO,Roubo Celular
VIA PUBLICA,NORTE,12,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,3,SEMI-VELHO,RISCO ALTO PLUS,MOTOROLA,A TARDE,,Branco,CAMINHÃO,Roubo Celular
VIA PUBLICA,SUL,4,,RISCO ALTO PLUS,ASUS,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,5,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,11,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,CENTRO,1,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,2,,RISCO ALTO PLUS,LE NOVO,A NOITE,,,,Roubo Celular
COMERCIO E SERVICOS,LESTE,9,,RISCO ALTO,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,12,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,10,,RISCO ALTO PLUS,APPLE,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,6,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,12,,RISCO ALTO PLUS,APPLE,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,LESTE,11,NOVO,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,Branco,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,8,,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,NORTE,11,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,OESTE,10,,RISCO ALTO PLUS,APPLE,A TARDE,,,,Roubo Celular
VIA PUBLICA,NORTE,7,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,8,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,NORTE,6,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,NORTE,4,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
COMERCIO E SERVICOS,OESTE,6,,RISCO ALTO,LG,A NOITE,,,,Roubo Celular
VIA PUBLICA,NORTE,2,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,8,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,8,,RISCO ALTO PLUS,APPLE,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,CENTRO,8,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,2,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
RESTAURANTE E AFINS,SUL,11,,RISCO ALTO,LG,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,7,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,OESTE,5,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
ESTABELECIMENTO BANCARIO,OESTE,8,,RISCO ALTO,LG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,8,SEMI-VELHO,RISCO ALTO PLUS,MOTOROLA,A TARDE,,Preta,CAMINHÃO,Roubo Celular
VIA PUBLICA,LESTE,6,,RISCO ALTO PLUS,LG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,8,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,6,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,12,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,NORTE,1,,RISCO ALTO PLUS,LG,PELA MANHA,,,,Roubo Celular
CONDOMINIO COMERCIAL,OESTE,10,,RISCO ALTO,APPLE,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,12,NOVO,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,Preta,AUTOMOVEL,Roubo Celular
TERMINAL/ESTACAO,CENTRO,2,,RISCO ALTO,MOTOROLA,DE MADRUGADA,,,,Roubo Celular
RESTAURANTE E AFINS,NORTE,3,,RISCO ALTO,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,1,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,12,SEMI-NOVO,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,Branco,CAMINHÃO,Roubo Celular
VIA PUBLICA,CENTRO,3,,RISCO ALTO PLUS,LG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,1,SEMI-VELHO,RISCO ALTO PLUS,MOTOROLA,A TARDE,,Preta,AUTOMOVEL,Roubo Celular
VIA PUBLICA,CENTRO,10,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,7,,RISCO ALTO PLUS,LG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,10,,RISCO ALTO PLUS,LG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,10,,RISCO ALTO PLUS,LG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,6,SEMI-VELHO,RISCO ALTO PLUS,SAMSUNG,A NOITE,,Azul,MOTO,Roubo Celular
VIA PUBLICA,LESTE,11,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,9,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,1,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,LESTE,11,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,11,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
COMERCIO E SERVICOS,OESTE,5,,RISCO ALTO,LG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,11,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,NORTE,9,,RISCO ALTO PLUS,LG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,1,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,11,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,LESTE,12,,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,LESTE,6,,RISCO ALTO PLUS,APPLE,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,OESTE,6,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,2,,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,OESTE,5,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,10,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,CENTRO,8,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,5,SEMI-VELHO,RISCO ALTO PLUS,MOTOROLA,A TARDE,,Prata,AUTOMOVEL,Roubo Celular
TERMINAL/ESTACAO,LESTE,7,,RISCO ALTO,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,8,,RISCO ALTO PLUS,LG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,12,NOVO,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,Branco,MOTO,Roubo Celular
VIA PUBLICA,LESTE,12,SEMI-VELHO,RISCO ALTO PLUS,MOTOROLA,A NOITE,,Preta,AUTOMOVEL,Roubo Celular
VIA PUBLICA,NORTE,8,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,7,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,4,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,8,VELHO,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,Preta,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,7,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,8,,RISCO ALTO PLUS,POSITIVO,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,12,,RISCO ALTO PLUS,APPLE,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,7,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,10,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,12,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,NORTE,5,SEMI-NOVO,RISCO ALTO PLUS,LG,A NOITE,,Branco,,Roubo Celular
VIA PUBLICA,SUL,3,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,12,,RISCO ALTO PLUS,SONY,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,NORTE,8,NOVO,RISCO ALTO PLUS,APPLE,A TARDE,,Branco,MOTO,Roubo Celular
VIA PUBLICA,NORTE,1,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,CENTRO,7,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,12,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,CENTRO,6,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,2,SEMI-NOVO,RISCO ALTO PLUS,SAMSUNG,A TARDE,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,10,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,CENTRO,10,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,2,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
